housing_median_age,total_bedrooms,households,median_income,median_house_value
34,419,384,4.1369,316900
27,513,523,3.9848,409700
31,281,282,8.0599,381800
35,493,455,6.0777,327500
32,578,581,4.9087,322700
23,911,863,5.2319,430100
28,345,361,6.4913,411900
20,313,310,6.837,383000
29,255,278,7.5337,406800
26,460,472,6.8753,403000
27,661,606,6.6085,344700
16,803,723,4.4699,367400
17,608,577,5.8779,362200
18,255,271,5.3679,228400
19,1227,1153,3.5154,311400
16,1193,1043,3.5861,500001
21,677,689,3.9038,243800
25,387,383,4.7609,378000
16,354,324,4.2061,253600
24,437,408,4.9671,335200
25,429,426,6.6329,349000
21,396,424,7.1273,346300
16,916,759,4.5,323600
19,433,426,6.7718,368300
17,NA,275,8.6155,411200
25,949,849,3.4238,337000
17,1737,1625,3.8464,239400
9,770,740,3.0047,256000
41,425,435,4.6957,284800
30,290,266,3.8125,325000
42,273,258,3.6765,252800
33,489,481,5.0453,311600
38,550,514,4.2028,273600
21,798,727,3.8732,252400
43,317,333,4.0911,224600
32,204,203,4.505,230400
8,1489,1329,4.2782,327700
11,694,668,4.1847,167300
25,360,390,7.2165,360900
16,372,361,3.7045,178100
22,933,795,4.4107,232700
32,487,508,3.2574,254400
26,962,879,3.5586,222200
36,361,371,5.6447,252600
36,229,247,5.791,239400
34,650,650,4.0223,250200
35,531,498,4.35,261000
16,829,807,4.0068,249500
35,497,497,4.7431,239700
5,2211,2019,4.7685,280100
23,907,866,3.5649,450000
24,501,507,4.072,364200
29,340,350,5.4351,336500
20,1272,1210,4.2719,270800
27,768,725,3.4028,324200
25,82,77,4.4531,350000
21,3226,3052,4.3351,267400
26,4,4,3.75,375000
22,290,274,3.6875,40000
20,768,747,4.2188,500001
21,399,410,5.6999,470000
18,661,675,6.1299,500001
20,766,634,4.8625,262500
19,342,345,4.712,289300
23,158,156,5.9291,284600
16,813,729,3.7359,262500
26,225,218,5.7657,322300
15,910,711,4.359,192200
19,858,744,4.1544,277000
25,341,319,5.806,308700
20,456,436,4.6875,288900
36,379,382,5.1408,264700
33,1274,1211,5.4721,343300
8,414,445,2.8203,284100
14,193,153,4.2463,266700
18,473,415,3.575,274000
22,436,470,3.5179,197200
17,184,180,3.4375,290600
23,1251,1163,3.8003,229800
27,1599,1482,3.4198,351900
26,1021,964,3.2875,182700
27,1156,1086,3.4868,165600
23,508,506,4.3077,293500
19,288,305,3.9091,276000
16,489,472,4.1875,266400
15,63,74,4.6591,175000
23,210,206,3.1736,181300
52,203,196,2.5208,316700
43,535,500,3.7318,327700
30,490,517,3.725,261300
24,1126,1072,3.6742,275000
44,430,400,2.8438,307100
46,248,248,3.2083,334300
4,NA,584,4.8036,340000
30,480,447,3.5045,352500
37,239,249,5.0131,330300
26,306,284,4.5644,280200
39,483,450,4.5833,342400
31,304,302,3.5909,353100
36,367,366,5.0871,354500
34,483,443,2.7279,365600
36,196,205,5.5385,359000
34,342,357,6.2884,414700
36,416,410,6.1995,407200
33,659,581,3.4042,353600
36,156,168,5.0086,366700
36,198,199,5.0796,373400
36,130,128,6.828,383900
29,NA,194,7.1108,465000
27,186,182,6.8374,500001
34,355,339,5.2971,442100
25,228,174,3.3917,342900
22,727,762,4.8021,457500
30,407,407,7.9813,473500
21,426,415,7.5,500001
34,250,257,6.8268,500001
28,608,567,10.0346,500001
31,376,381,9.281,500001
37,238,250,5.0222,500001
37,325,321,7.5274,500001
28,284,238,8.2266,500001
30,294,278,8.758,500001
33,198,216,5.4659,500001
35,184,175,7.3561,500001
35,205,206,9.8144,500001
35,210,196,8.5888,500001
35,207,189,7.7068,500001
30,238,236,10.1007,500001
23,335,338,10.5142,500001
28,216,205,12.367,500001
33,317,314,10.3591,500001
37,612,597,7.5655,500001
37,354,348,8.3924,500001
40,354,345,8.1064,500001
22,195,187,10.3329,500001
36,500,533,7.8177,500001
22,719,650,5.0804,500001
49,190,171,7.2045,500001
18,231,222,8.9021,500001
31,490,481,4.9519,500001
36,261,249,6.3967,500001
35,349,342,7.6229,500001
31,405,358,7.0245,500001
34,497,501,8.9172,500001
34,218,200,8.4709,500001
32,473,480,10.3894,500001
29,1195,1171,5.1335,461200
36,900,890,5.4063,440900
35,426,433,6.4588,437100
46,44,51,4.15,265000
36,1045,995,3.5364,314100
33,617,581,5.3727,360900
35,535,538,7.3023,451300
35,565,553,7.313,463700
32,595,540,6.4949,417800
35,428,425,7.1382,443800
33,284,282,6.0884,432900
35,533,519,5.2803,362100
36,551,523,5.1524,373100
40,648,647,5.2114,438400
32,878,792,4.7375,431900
36,553,574,6.46,425500
33,623,588,5.485,406300
42,462,468,6.3111,397400
33,303,268,4.875,373400
35,349,376,5.6413,376600
33,668,626,5.316,398100
37,332,332,6.7257,500001
37,197,206,7.9029,500001
41,540,506,6.6354,500001
43,440,427,9.1508,500001
38,447,446,5.9277,446600
39,109,112,10.3942,500001
52,219,200,7.5418,492000
52,257,259,10.9508,500001
52,537,540,7.8647,500001
52,353,328,6.767,500001
48,297,279,8.7051,500001
52,91,75,6.1575,500001
47,NA,1093,4.2297,425000
19,810,775,2.1406,402500
37,874,815,4.5987,356000
34,529,532,4.2972,405900
52,320,309,7.2543,500001
52,217,227,4.9861,500001
52,293,275,6.1655,500001
52,468,421,6.6756,500001
52,308,293,8.2664,500001
52,190,189,12.5902,500001
52,227,249,6.5829,500001
47,490,465,5.0203,476300
44,839,832,3.9243,404800
18,563,600,4.0686,378600
20,NA,3589,1.9045,375000
34,610,581,11.0492,500001
15,360,364,10.476,500001
24,1142,950,4.0972,387500
29,103,87,7.0309,475000
21,117,117,10.7237,500001
27,427,409,12.0372,500001
37,181,190,10.7355,500001
34,183,180,13.1867,500001
30,260,242,11.806,500001
26,343,336,10.4277,500001
32,199,201,9.3586,500001
35,266,252,8.5294,500001
37,285,261,7.5794,500001
30,186,180,10.0259,500001
23,1377,1367,12.1387,500001
23,485,464,12.9792,500001
7,26,29,13.8093,500001
11,70,75,8.6196,500001
21,64,56,5.8691,360000
21,63,70,11.3283,500001
37,652,567,5.8596,318700
42,433,398,5.3468,279900
43,311,250,5.2366,293300
37,203,179,5.7415,398500
24,996,975,3.506,226400
24,1364,1318,4.4004,255800
18,1029,1049,6.9508,361200
24,670,652,5.8904,271400
21,798,800,7.7201,362700
14,697,680,8.4262,459200
6,1201,1138,8.3837,473400
17,365,345,8.0595,485000
26,250,253,7.6933,405900
23,305,316,9.1974,500001
18,122,121,9.08,500001
7,903,825,6.6659,500001
45,303,281,4.5417,434500
15,676,675,8.3792,418300
6,574,527,6.8333,348000
14,361,375,7.7738,387500
16,466,487,8.1988,355900
20,976,941,8.19,361600
14,950,899,8.3065,394200
19,963,981,6.9473,361400
16,451,423,6.7064,305600
25,226,243,7.5845,279300
19,268,272,5.6139,279500
18,560,553,5.0292,269400
17,709,692,5.6876,246500
15,769,778,5.6958,253800
16,306,264,4.5221,191100
16,540,555,6.7287,299300
16,715,704,5.4218,233900
25,989,954,5.6488,234600
22,841,848,6.0889,245200
18,504,536,6.7836,274100
24,1286,1213,5.4741,238800
17,1268,1238,5.1228,237600
16,1300,1217,4.2885,262400
17,606,602,5.2166,230900
20,520,469,5.9214,224000
17,737,746,5.0772,221500
16,321,365,6.3566,279100
22,695,607,4.3438,209700
26,238,315,4.8862,195000
18,947,757,2.875,184400
17,261,269,7.3339,294200
9,812,721,4.2083,198400
17,482,506,5.0186,250800
8,1058,1027,4.5615,282600
16,387,363,5.5,253200
14,380,383,6.6712,311500
10,574,589,5.1356,218700
11,403,409,5.5875,259300
14,683,620,4.0547,236200
16,327,332,5.9359,249500
20,771,744,2.0288,350000
12,587,532,4.1926,244500
7,751,682,4.5033,213100
16,600,586,3.9461,194300
17,637,623,3.1932,123400
17,172,173,5.6652,234500
16,485,465,5.5121,224100
24,343,341,5.6223,265700
16,280,297,6.4339,289200
16,303,295,7.4323,311800
16,241,234,6.8194,291200
5,340,339,5.0509,184800
15,551,551,5.5849,257400
17,473,442,4.8355,141600
4,775,631,3.7844,183900
20,624,607,5.4939,241200
23,388,385,5.9164,237400
21,610,568,4.5,234400
20,567,589,6.0538,241000
24,531,541,5.8305,245600
25,634,650,5.1663,241200
5,520,440,4.4565,159000
25,623,618,6.2957,251800
23,584,580,7.5218,291500
25,394,383,4.9688,233100
16,281,254,5.3157,253300
19,427,410,6.3178,248000
24,369,381,6.4328,257200
17,324,338,6.4664,278300
17,341,339,6.0062,262700
18,387,402,5.0958,217100
18,317,285,5.898,229100
16,300,305,6.0198,289600
17,359,394,5.4193,259500
18,526,507,5.9225,265800
18,358,377,6.7385,272400
10,593,575,6.223,260700
16,285,284,5.9053,260500
17,52,51,4.6458,500001
12,1878,1816,4.747,261100
15,154,155,4.65,385700
11,197,191,4.2039,500001
21,179,185,4.7386,394100
18,NA,482,6.8773,467700
19,588,550,6.7644,412600
16,729,694,7.8601,416300
14,1361,1281,7.5,344500
13,798,764,6.1684,288100
14,1024,979,4.175,229800
17,398,388,2.4821,248200
12,590,540,5.2951,386200
20,924,871,3.8788,226900
14,999,888,3.6895,239300
19,611,610,5.1514,436700
14,914,898,5.9356,321700
14,797,790,4.9028,335000
19,483,452,5.6205,300800
17,1051,1027,6.4313,393100
21,908,895,5.5936,386800
24,318,292,3.625,350000
37,303,287,3.9306,260700
44,565,568,4.3693,234000
18,1225,1138,4.5714,260300
14,817,799,4.9702,279800
15,547,567,5.1519,264700
16,123,130,5.7396,308700
16,1171,1162,4.3227,251500
5,1010,977,5.6754,298500
16,685,681,3.5551,198600
27,471,467,3.2019,203600
14,1279,1224,4.4233,228600
17,624,608,2.9417,178000
44,393,357,2.0625,170300
20,953,950,2.5387,160100
27,449,397,3.2614,305000
19,394,365,4.0238,374600
34,90,93,5.2327,500001
39,141,106,3.6964,262500
52,32,26,15.0001,131300
25,92,104,3.8062,340900
10,38,21,6.0622,390000
26,5,4,15.0001,4.00E+05
37,19,17,9.5908,350000
16,4,5,2.625,137500
29,45,41,6.4469,271400
28,240,239,4.9808,263100
29,507,487,5.8123,281500
40,224,215,4.3409,256300
43,324,325,3.5562,239200
41,508,488,3.6902,233000
47,249,234,4.0417,265300
30,487,458,2.7875,245000
21,394,380,2.1734,187500
44,238,219,3.2368,212500
35,355,335,5.6188,404700
33,125,133,6.7974,367600
30,424,420,5.3972,362300
14,374,348,2.4732,131300
20,473,454,3.6797,263800
16,611,556,4.2542,294100
15,669,615,4.2254,320900
51,206,201,2.9286,258300
45,245,258,5.1806,266400
52,335,301,3.8259,253100
49,136,137,5.2128,238600
44,269,259,3.2437,223900
37,716,662,2.1553,255400
47,517,455,2.5954,229400
35,263,237,2.7125,217500
21,155,136,1.9063,166700
29,747,659,1.9286,195300
43,509,464,2.5417,260900
52,202,264,2.9444,232800
35,392,382,2.5368,240000
20,454,399,4.3,275000
27,730,745,2.589,242400
30,242,249,3.1205,240500
51,374,302,3.1932,4.00E+05
52,325,237,2.0547,326700
51,232,228,2.1964,234400
36,69,68,3.2404,225000
52,72,73,1.6923,262500
40,227,204,4.4659,237500
18,785,656,2.5067,232600
44,169,139,1.1552,250000
39,661,606,1.6642,281300
52,305,305,2.0172,112500
40,126,139,3.5938,243500
28,421,385,2.425,216100
32,306,293,4.1964,202000
42,107,104,2.1667,196400
42,264,232,2.5865,206400
32,406,370,3.52,284200
36,364,364,4.4567,263800
19,191,167,3.1312,388500
30,185,173,4.2045,226500
52,17,10,4.5,258300
18,440,458,3.8269,276000
27,374,343,3.9667,265800
52,644,333,2.9712,116600
32,422,416,2.8056,173200
29,281,262,3.1062,156000
17,589,540,2.4461,151700
14,695,697,2.6506,164600
24,881,863,3.1327,218100
48,353,361,3.6,194500
46,321,305,2.4615,177800
36,409,394,3.2216,238300
46,257,264,3.4125,160700
52,447,392,1.6875,161400
23,437,376,1.9609,155000
42,468,484,2.5599,151400
8,750,718,2.8348,162000
44,309,301,2.0775,121400
20,547,540,2.4375,190400
24,447,461,3.0192,184300
33,317,301,3.2813,190000
20,637,610,2.6434,169700
9,1112,977,3.5,194800
19,509,537,3.1815,189100
19,253,266,4.3906,241200
21,662,565,2.4053,178400
18,341,313,2.0192,171300
34,430,386,3.7863,192200
29,476,499,2.8214,190100
20,282,234,2.5556,177500
18,439,416,5.2101,334000
18,549,519,5.1412,315800
27,194,155,4.7188,350000
26,199,199,4.9792,240000
46,136,148,3.9408,222600
32,489,410,3.6474,231600
36,289,243,4.125,239600
33,734,663,4.3429,214300
35,297,277,4.425,204800
35,1380,1064,5.0165,202300
51,485,435,2.7933,206900
17,289,235,5.5785,284100
32,317,275,5.1664,185100
18,136,145,7.1831,273300
23,96,89,7.1366,273900
46,404,327,5.208,206800
29,640,570,4.4597,204100
39,613,518,3.9423,180300
15,332,324,7.8774,394900
17,672,608,6.9772,383300
30,311,251,4.0781,154500
36,401,344,5.2417,196400
39,248,208,4.5972,146300
21,894,871,6.0809,270000
41,502,366,4.1679,201300
31,370,332,3.8625,232300
34,577,512,4.1161,220900
36,899,832,4.5096,203700
17,994,947,3.8854,312300
21,733,704,5.6233,322000
20,138,129,10.0968,500001
30,342,328,5.2078,440500
20,95,86,4.8,261500
35,368,254,4.8611,240000
12,422,407,3.9728,190900
19,767,732,5.1121,308100
17,739,693,5.5919,373400
21,357,341,7.736,397700
20,155,135,6.3617,331500
20,304,302,7.5755,402300
23,287,238,6.4517,356600
36,230,206,5.8642,363500
17,203,185,4.625,386400
14,108,113,6.4214,340600
16,224,206,6.3258,390000
19,392,328,5.2486,353000
20,376,369,6.0621,304400
21,956,916,5.9039,355300
21,357,351,4.5682,371600
14,1454,1357,3.5943,262400
25,166,185,4.8269,272900
29,632,620,3.075,215800
16,369,351,3.6364,207000
25,422,439,4.6484,234600
19,1321,1268,3.1914,215600
21,737,718,3.7273,251900
20,818,772,3.1167,258300
15,786,693,2.1771,213200
39,646,491,2.8941,256700
42,272,200,4.7321,422400
16,201,157,2.625,377300
37,553,433,4.7468,294400
24,870,833,2.8036,228500
27,999,945,2.561,234600
31,723,692,3.6619,245100
16,1117,1048,2.6757,229200
17,497,477,3.7083,252400
15,668,582,2.7587,228600
23,1034,875,3.0777,263800
24,562,504,4.2006,290700
21,831,753,3.0905,264300
34,958,802,3.1546,261200
31,422,355,2.5172,330800
19,1100,1070,4.7325,283500
32,426,396,4.1587,315200
20,727,737,3.3447,305200
23,748,666,2.7375,238000
11,924,847,4.2898,221700
16,1392,1251,5.503,351800
23,964,880,4.8693,322300
16,408,369,2.6875,233300
21,752,763,4.8953,289500
19,1092,922,3.5112,231900
29,699,563,3.6597,252300
18,817,773,5.8325,308800
21,751,608,4.4485,295200
18,1100,972,6.0281,321100
22,1233,832,5.3276,335500
7,679,608,4.9219,368400
29,967,823,4.9517,307900
18,492,353,5.368,352000
22,624,290,3.1563,3.00E+05
17,272,55,2.1719,420000
28,451,386,4.8021,290400
19,705,679,4.3321,298600
16,430,445,4.6611,349300
22,350,322,2.9559,288400
21,269,200,3.1987,279800
18,213,179,3.934,228600
23,254,232,5.1433,305600
19,634,607,4.7569,190800
27,303,306,4.7071,202700
20,816,844,3.525,229100
29,535,506,3.2917,224700
22,132,125,2.1875,187500
26,438,420,1.2404,81300
44,392,347,1.5972,68900
25,495,475,2.1538,76900
34,267,259,1.6983,72600
36,384,383,1.8375,74800
17,275,261,1.9181,118800
7,992,932,3.0549,101700
22,97,107,3.2639,87500
24,307,307,2.6591,82800
43,542,512,1.5676,58200
23,408,420,3.5347,101200
36,240,228,2.6944,75300
28,390,378,3.6923,86900
40,929,910,1.3329,78200
35,385,375,2.8512,75600
43,300,279,2.7857,104200
38,172,150,1.4091,84400
24,972,979,2.6792,138900
17,155,136,2.3289,58200
17,307,329,3.9375,148700
10,1309,1163,4.1099,120100
23,259,222,1.655,90100
9,889,865,3.1439,103100
5,433,411,3.4464,122900
22,489,460,1.4125,66500
14,1133,1072,1.7227,105000
7,1336,1283,2.4079,111400
13,704,670,2.4141,78700
11,886,843,2.2905,94200
10,369,325,3.6853,151600
5,1206,1141,3.8103,111100
2,350,274,3,114200
19,204,183,1.6033,98800
20,868,781,2.0258,64800
26,234,232,2.6705,136700
21,466,502,2.6513,113300
13,322,333,5.2149,146500
19,761,738,3.0954,86500
28,245,208,2.037,72000
28,304,285,2.125,80800
24,346,332,3.9306,85900
20,352,340,2.485,100600
18,774,766,3.7896,98100
16,614,563,1.9,81600
12,863,864,1.9881,85200
17,453,434,2.71,97800
31,90,78,2.184,77300
18,490,451,1.6821,69400
26,472,463,2.0395,67900
16,503,500,2.5592,75900
15,449,467,3.3816,93800
11,2302,2267,3.5522,100100
16,502,463,1.9946,119200
23,507,454,3.5081,116700
18,718,705,3.35,118400
21,476,412,2.6488,83100
22,484,452,2.1458,84700
15,458,450,2.5417,92200
23,489,444,1.6429,80400
21,370,354,1.7422,61500
32,772,759,1.7427,60600
36,449,399,1.3801,56600
28,379,370,2.0391,59800
10,444,438,2.212,65600
17,559,517,2.0119,75800
11,647,613,2.9338,141600
16,494,459,3.8323,128300
16,220,200,2.3287,130700
15,546,505,3.6413,108500
18,578,586,2.4036,105400
18,330,227,1.4911,75800
17,416,411,2.875,129800
14,466,438,3.9762,138500
18,243,252,5.1585,150800
23,378,338,4.559,116800
10,236,248,2.0469,66800
25,557,549,2.0221,60400
30,365,324,1.3904,48100
21,640,608,1.9943,59800
20,612,589,1.9657,63000
26,551,547,2.3594,66000
32,271,236,1.6579,68500
14,530,513,2.2768,78600
27,321,300,3.5978,80600
17,265,245,2.8611,98700
18,377,384,3.0556,95500
26,422,408,1.3571,59000
17,332,316,1.8438,76400
26,126,124,3.2788,101600
30,523,481,2.125,66100
21,514,509,2.0899,74800
18,337,327,3.3315,85400
16,NA,181,2.1875,76400
16,704,658,2.1496,97700
16,501,484,2.8085,105700
12,702,639,3.3005,98500
17,578,545,2.793,76500
20,250,210,1.7935,74500
27,315,321,2.8036,93400
13,486,515,4.5357,171200
22,461,314,2.125,123200
33,498,273,1.8816,65800
18,161,107,2.2583,78800
20,573,358,2.7736,107800
14,627,468,3.0299,73200
26,276,206,2.225,52000
17,639,406,2.503,65600
14,170,129,3.15,87500
14,519,494,4.0132,141200
17,577,556,3.5189,101000
13,881,734,2.2993,99500
8,463,297,2.1513,80400
14,524,329,2.7857,77400
24,434,318,1.7538,90300
31,299,287,2.9063,77800
15,549,522,3.0179,61300
17,537,461,2.267,57800
23,411,350,2.2337,64500
16,516,362,2.3393,90300
22,512,442,2.83,88700
33,378,343,2.67,77500
32,247,201,2.7778,72900
14,346,287,2.46,93000
32,289,131,1.8839,71000
40,129,110,2.3625,62500
17,356,190,3.8826,92400
52,63,56,3.625,68600
48,292,145,1.875,66600
26,444,216,2.065,96100
40,663,553,1.7885,43500
28,835,686,1.74,44000
19,695,601,2.234,58600
21,485,443,1.7639,55400
17,350,328,2.1607,61400
18,424,314,1.8242,53500
25,532,424,2.7222,64600
25,477,390,2.2976,54400
23,369,273,1.965,65400
23,792,619,2.3571,62000
21,360,306,2.4107,70100
15,922,869,2.0591,55700
33,459,483,3.3095,81300
36,664,631,1.8694,71200
50,308,285,2.2206,63200
15,801,743,1.8533,57500
19,414,367,2.5357,94200
19,479,430,3.1062,1.00E+05
29,355,328,2.2024,60900
20,789,660,2.723,79600
31,263,241,1.7292,61700
34,679,424,1.6757,63300
14,797,685,2.7468,81100
19,644,566,3.125,76100
45,448,421,1.6509,46200
28,419,370,1.27,53100
23,199,169,1.7448,80100
45,294,249,1.1915,71900
13,513,488,2.1571,81500
29,787,702,2.4526,97100
15,1031,885,2.8036,110100
15,503,445,3.4519,128800
26,40,25,2.0375,57500
40,386,331,2.1898,65500
52,985,815,1.5923,56000
31,153,47,1.0667,34200
52,824,706,2.2462,62900
15,2344,2147,5.1014,179500
5,1446,1395,4.9504,214800
31,604,552,3.1768,131000
35,400,408,3.0962,124600
36,557,556,3.8029,129900
43,353,392,3.1848,112700
38,181,207,3.0221,93300
40,478,494,2.9469,111600
44,451,426,3.1204,110800
44,563,512,3.4559,111900
47,440,360,2.2734,88700
37,779,741,3.8667,127000
18,1079,1058,5.2957,171900
37,NA,516,3.1053,96700
37,857,832,3.436,94800
4,2394,2168,5.8171,225200
48,188,165,2.2417,87900
26,997,965,2.4875,90000
13,1194,1081,2.6098,162500
24,395,386,1.3007,94600
30,1058,990,1.1835,133300
52,86,69,2.3,109400
52,373,317,2.75,109900
52,556,486,2.5042,147900
52,372,357,2.1411,97200
46,895,847,2.4201,92800
49,356,307,2.9432,103500
52,492,463,3.0507,107300
42,388,341,2.3241,99200
47,278,269,2.5969,92800
49,435,429,4.2308,145800
47,524,486,4,141500
52,310,323,4.775,148200
29,1084,1019,3.2664,142900
37,564,539,4.0938,126900
39,500,523,4.2902,152400
42,255,243,4.0114,166900
47,298,286,2.5865,109800
49,504,458,2.6133,103100
52,705,620,2.1976,97900
52,216,194,1.9667,93800
52,353,287,1.7411,98400
